folder,offset_file,original_file,comparison_type,device,true_offset,config,bins,method,estimated_offset,error,abs_error,rel_error,same_instrument,processing_time
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,vocals.wav,original,Desktop_-_Speaker,206.0,higher_res,96,CorrelationRecognizer,0.0,-206.0,206.0,100.0,True,9.09
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,vocals.wav,original,Desktop_-_Speaker,206.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,True,12.23
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,vocals.wav,original,Desktop_-_Speaker,206.0,lower_res,48,FingerprintRecognizer,0.0,-206.0,206.0,100.0,True,50.16
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,vocals.wav,original,Desktop_-_Speaker,206.0,lower_res,48,CorrelationRecognizer,0.0,-206.0,206.0,100.0,True,8.85
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,vocals.wav,original,Desktop_-_Speaker,206.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,True,12.03
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,no-vocals.wav,backing,Desktop_-_Speaker,206.0,default,84,FingerprintRecognizer,417.96,211.96,211.96,102.89,False,45.08
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,no-vocals.wav,backing,Desktop_-_Speaker,206.0,default,84,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,8.27
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,no-vocals.wav,backing,Desktop_-_Speaker,206.0,default,84,CorrelationSpectrogramRecognizer,232.2,26.2,26.2,12.72,False,12.46
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,no-vocals.wav,backing,Desktop_-_Speaker,206.0,higher_res,96,FingerprintRecognizer,417.96,211.96,211.96,102.89,False,44.96
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,no-vocals.wav,backing,Desktop_-_Speaker,206.0,higher_res,96,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,8.78
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,no-vocals.wav,backing,Desktop_-_Speaker,206.0,higher_res,96,CorrelationSpectrogramRecognizer,232.2,26.2,26.2,12.72,False,11.83
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,no-vocals.wav,backing,Desktop_-_Speaker,206.0,lower_res,48,FingerprintRecognizer,417.96,211.96,211.96,102.89,False,45.53
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,no-vocals.wav,backing,Desktop_-_Speaker,206.0,lower_res,48,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,9.1
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,no-vocals.wav,backing,Desktop_-_Speaker,206.0,lower_res,48,CorrelationSpectrogramRecognizer,232.2,26.2,26.2,12.72,False,12.36
A,user2_offset_258ms.wav,master.wav,master,Direct,258.0,default,84,FingerprintRecognizer,0.0,-258.0,258.0,100.0,False,50.64
A,user2_offset_258ms.wav,master.wav,master,Direct,258.0,default,84,CorrelationRecognizer,324.25,66.25,66.25,25.68,False,9.15
A,user2_offset_258ms.wav,master.wav,master,Direct,258.0,default,84,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,False,12.07
A,user2_offset_258ms.wav,master.wav,master,Direct,258.0,higher_res,96,FingerprintRecognizer,0.0,-258.0,258.0,100.0,False,52.28
A,user2_offset_258ms.wav,master.wav,master,Direct,258.0,higher_res,96,CorrelationRecognizer,324.25,66.25,66.25,25.68,False,9.03
A,user2_offset_258ms.wav,master.wav,master,Direct,258.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,False,12.06
A,user2_offset_258ms.wav,master.wav,master,Direct,258.0,lower_res,48,FingerprintRecognizer,0.0,-258.0,258.0,100.0,False,54.25
A,user2_offset_258ms.wav,master.wav,master,Direct,258.0,lower_res,48,CorrelationRecognizer,324.25,66.25,66.25,25.68,False,9.82
A,user2_offset_258ms.wav,master.wav,master,Direct,258.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,False,12.87
A,user2_offset_258ms.wav,user2.wav,original,Direct,258.0,default,84,FingerprintRecognizer,0.0,-258.0,258.0,100.0,True,47.01
A,user2_offset_258ms.wav,user2.wav,original,Direct,258.0,default,84,CorrelationRecognizer,0.0,-258.0,258.0,100.0,True,9.11
A,user2_offset_258ms.wav,user2.wav,original,Direct,258.0,default,84,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,True,12.62
A,user2_offset_258ms.wav,user2.wav,original,Direct,258.0,higher_res,96,FingerprintRecognizer,0.0,-258.0,258.0,100.0,True,47.67
A,user2_offset_258ms.wav,user2.wav,original,Direct,258.0,higher_res,96,CorrelationRecognizer,0.0,-258.0,258.0,100.0,True,10.61
A,user2_offset_258ms.wav,user2.wav,original,Direct,258.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,True,16.55
A,user2_offset_258ms.wav,user2.wav,original,Direct,258.0,lower_res,48,FingerprintRecognizer,0.0,-258.0,258.0,100.0,True,53.87
A,user2_offset_258ms.wav,user2.wav,original,Direct,258.0,lower_res,48,CorrelationRecognizer,0.0,-258.0,258.0,100.0,True,10.63
A,user2_offset_258ms.wav,user2.wav,original,Direct,258.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,True,16.41
A,user2_offset_258ms_with_Earbuds.wav,master.wav,master,Earbuds,258.0,default,84,FingerprintRecognizer,0.0,-258.0,258.0,100.0,False,60.72
A,user2_offset_258ms_with_Earbuds.wav,master.wav,master,Earbuds,258.0,default,84,CorrelationRecognizer,290.38,32.38,32.38,12.55,False,10.65
A,user2_offset_258ms_with_Earbuds.wav,master.wav,master,Earbuds,258.0,default,84,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,False,14.8
A,user2_offset_258ms_with_Earbuds.wav,master.wav,master,Earbuds,258.0,higher_res,96,FingerprintRecognizer,0.0,-258.0,258.0,100.0,False,51.15
A,user2_offset_258ms_with_Earbuds.wav,master.wav,master,Earbuds,258.0,higher_res,96,CorrelationRecognizer,290.38,32.38,32.38,12.55,False,9.01
A,user2_offset_258ms_with_Earbuds.wav,master.wav,master,Earbuds,258.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,False,12.29
A,user2_offset_258ms_with_Earbuds.wav,master.wav,master,Earbuds,258.0,lower_res,48,FingerprintRecognizer,0.0,-258.0,258.0,100.0,False,49.4
A,user2_offset_258ms_with_Earbuds.wav,master.wav,master,Earbuds,258.0,lower_res,48,CorrelationRecognizer,290.38,32.38,32.38,12.55,False,9.15
A,user2_offset_258ms_with_Earbuds.wav,master.wav,master,Earbuds,258.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,False,12.6
A,user2_offset_258ms_with_Earbuds.wav,user2.wav,original,Earbuds,258.0,default,84,FingerprintRecognizer,0.0,-258.0,258.0,100.0,True,47.33
A,user2_offset_258ms_with_Earbuds.wav,user2.wav,original,Earbuds,258.0,default,84,CorrelationRecognizer,0.0,-258.0,258.0,100.0,True,9.6
A,user2_offset_258ms_with_Earbuds.wav,user2.wav,original,Earbuds,258.0,default,84,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,True,16.05
A,user2_offset_258ms_with_Earbuds.wav,user2.wav,original,Earbuds,258.0,higher_res,96,FingerprintRecognizer,0.0,-258.0,258.0,100.0,True,47.56
A,user2_offset_258ms_with_Earbuds.wav,user2.wav,original,Earbuds,258.0,higher_res,96,CorrelationRecognizer,0.0,-258.0,258.0,100.0,True,10.57
A,user2_offset_258ms_with_Earbuds.wav,user2.wav,original,Earbuds,258.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,True,12.83
A,user2_offset_258ms_with_Earbuds.wav,user2.wav,original,Earbuds,258.0,lower_res,48,FingerprintRecognizer,0.0,-258.0,258.0,100.0,True,49.65
A,user2_offset_258ms_with_Earbuds.wav,user2.wav,original,Earbuds,258.0,lower_res,48,CorrelationRecognizer,0.0,-258.0,258.0,100.0,True,8.82
A,user2_offset_258ms_with_Earbuds.wav,user2.wav,original,Earbuds,258.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-258.0,258.0,100.0,True,13.31
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,master.wav,master,Cellphone_-_Speaker,336.0,default,84,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,50.06
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,master.wav,master,Cellphone_-_Speaker,336.0,default,84,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,8.92
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,master.wav,master,Cellphone_-_Speaker,336.0,default,84,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,11.71
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,master.wav,master,Cellphone_-_Speaker,336.0,higher_res,96,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,47.46
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,master.wav,master,Cellphone_-_Speaker,336.0,higher_res,96,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,8.57
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,master.wav,master,Cellphone_-_Speaker,336.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,11.67
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,master.wav,master,Cellphone_-_Speaker,336.0,lower_res,48,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,49.07
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,master.wav,master,Cellphone_-_Speaker,336.0,lower_res,48,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,8.58
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,master.wav,master,Cellphone_-_Speaker,336.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,11.8
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,guitar.wav,original,Cellphone_-_Speaker,336.0,default,84,FingerprintRecognizer,0.0,-336.0,336.0,100.0,True,42.41
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,guitar.wav,original,Cellphone_-_Speaker,336.0,default,84,CorrelationRecognizer,0.0,-336.0,336.0,100.0,True,9.24
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,guitar.wav,original,Cellphone_-_Speaker,336.0,default,84,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,True,12.59
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,guitar.wav,original,Cellphone_-_Speaker,336.0,higher_res,96,FingerprintRecognizer,0.0,-336.0,336.0,100.0,True,57.6
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,guitar.wav,original,Cellphone_-_Speaker,336.0,higher_res,96,CorrelationRecognizer,0.0,-336.0,336.0,100.0,True,9.75
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,guitar.wav,original,Cellphone_-_Speaker,336.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,True,13.78
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,guitar.wav,original,Cellphone_-_Speaker,336.0,lower_res,48,FingerprintRecognizer,0.0,-336.0,336.0,100.0,True,43.45
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,guitar.wav,original,Cellphone_-_Speaker,336.0,lower_res,48,CorrelationRecognizer,0.0,-336.0,336.0,100.0,True,10.85
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,guitar.wav,original,Cellphone_-_Speaker,336.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,True,17.41
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,no-guitar.wav,backing,Cellphone_-_Speaker,336.0,default,84,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,49.22
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,no-guitar.wav,backing,Cellphone_-_Speaker,336.0,default,84,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,8.7
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,no-guitar.wav,backing,Cellphone_-_Speaker,336.0,default,84,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,12.77
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,no-guitar.wav,backing,Cellphone_-_Speaker,336.0,higher_res,96,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,48.92
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,no-guitar.wav,backing,Cellphone_-_Speaker,336.0,higher_res,96,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,8.64
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,no-guitar.wav,backing,Cellphone_-_Speaker,336.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,12.94
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,no-guitar.wav,backing,Cellphone_-_Speaker,336.0,lower_res,48,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,49.17
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,no-guitar.wav,backing,Cellphone_-_Speaker,336.0,lower_res,48,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,9.44
A,guitar_offset_336ms_with_Cellphone_-_Speaker.wav,no-guitar.wav,backing,Cellphone_-_Speaker,336.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,13.08
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,master.wav,master,Tablet_-_Microphone,350.0,default,84,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,53.85
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,master.wav,master,Tablet_-_Microphone,350.0,default,84,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.32
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,master.wav,master,Tablet_-_Microphone,350.0,default,84,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,False,12.4
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,master.wav,master,Tablet_-_Microphone,350.0,higher_res,96,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,44.06
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,master.wav,master,Tablet_-_Microphone,350.0,higher_res,96,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,7.68
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,master.wav,master,Tablet_-_Microphone,350.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,False,12.17
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,master.wav,master,Tablet_-_Microphone,350.0,lower_res,48,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,45.47
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,master.wav,master,Tablet_-_Microphone,350.0,lower_res,48,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.87
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,master.wav,master,Tablet_-_Microphone,350.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,False,15.92
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,bass.wav,original,Tablet_-_Microphone,350.0,default,84,FingerprintRecognizer,0.0,-350.0,350.0,100.0,True,38.05
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,bass.wav,original,Tablet_-_Microphone,350.0,default,84,CorrelationRecognizer,0.0,-350.0,350.0,100.0,True,9.13
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,bass.wav,original,Tablet_-_Microphone,350.0,default,84,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,True,12.34
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,bass.wav,original,Tablet_-_Microphone,350.0,higher_res,96,FingerprintRecognizer,0.0,-350.0,350.0,100.0,True,31.95
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,bass.wav,original,Tablet_-_Microphone,350.0,higher_res,96,CorrelationRecognizer,0.0,-350.0,350.0,100.0,True,9.03
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,bass.wav,original,Tablet_-_Microphone,350.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,True,11.89
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,bass.wav,original,Tablet_-_Microphone,350.0,lower_res,48,FingerprintRecognizer,0.0,-350.0,350.0,100.0,True,32.53
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,bass.wav,original,Tablet_-_Microphone,350.0,lower_res,48,CorrelationRecognizer,0.0,-350.0,350.0,100.0,True,8.75
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,bass.wav,original,Tablet_-_Microphone,350.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,True,11.84
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,no-bass.wav,backing,Tablet_-_Microphone,350.0,default,84,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,43.39
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,no-bass.wav,backing,Tablet_-_Microphone,350.0,default,84,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,8.92
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,no-bass.wav,backing,Tablet_-_Microphone,350.0,default,84,CorrelationSpectrogramRecognizer,278.64,-71.36,71.36,20.39,False,12.65
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,no-bass.wav,backing,Tablet_-_Microphone,350.0,higher_res,96,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,43.6
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,no-bass.wav,backing,Tablet_-_Microphone,350.0,higher_res,96,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.17
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,no-bass.wav,backing,Tablet_-_Microphone,350.0,higher_res,96,CorrelationSpectrogramRecognizer,278.64,-71.36,71.36,20.39,False,12.78
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,no-bass.wav,backing,Tablet_-_Microphone,350.0,lower_res,48,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,48.45
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,no-bass.wav,backing,Tablet_-_Microphone,350.0,lower_res,48,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.77
A,bass_offset_350ms_with_Tablet_-_Microphone.wav,no-bass.wav,backing,Tablet_-_Microphone,350.0,lower_res,48,CorrelationSpectrogramRecognizer,278.64,-71.36,71.36,20.39,False,12.53
A,vocals_offset_206ms_with_Piezo_Speaker.wav,master.wav,master,Piezo_Speaker,206.0,default,84,FingerprintRecognizer,0.0,-206.0,206.0,100.0,False,52.36
A,vocals_offset_206ms_with_Piezo_Speaker.wav,master.wav,master,Piezo_Speaker,206.0,default,84,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,9.28
A,vocals_offset_206ms_with_Piezo_Speaker.wav,master.wav,master,Piezo_Speaker,206.0,default,84,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,False,11.79
A,vocals_offset_206ms_with_Piezo_Speaker.wav,master.wav,master,Piezo_Speaker,206.0,higher_res,96,FingerprintRecognizer,0.0,-206.0,206.0,100.0,False,49.1
A,vocals_offset_206ms_with_Piezo_Speaker.wav,master.wav,master,Piezo_Speaker,206.0,higher_res,96,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,8.77
A,vocals_offset_206ms_with_Piezo_Speaker.wav,master.wav,master,Piezo_Speaker,206.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,False,11.81
A,vocals_offset_206ms_with_Piezo_Speaker.wav,master.wav,master,Piezo_Speaker,206.0,lower_res,48,FingerprintRecognizer,0.0,-206.0,206.0,100.0,False,51.6
A,vocals_offset_206ms_with_Piezo_Speaker.wav,master.wav,master,Piezo_Speaker,206.0,lower_res,48,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,9.11
A,vocals_offset_206ms_with_Piezo_Speaker.wav,master.wav,master,Piezo_Speaker,206.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,False,12.09
A,vocals_offset_206ms_with_Piezo_Speaker.wav,vocals.wav,original,Piezo_Speaker,206.0,default,84,FingerprintRecognizer,0.0,-206.0,206.0,100.0,True,48.52
A,vocals_offset_206ms_with_Piezo_Speaker.wav,vocals.wav,original,Piezo_Speaker,206.0,default,84,CorrelationRecognizer,0.0,-206.0,206.0,100.0,True,9.48
A,vocals_offset_206ms_with_Piezo_Speaker.wav,vocals.wav,original,Piezo_Speaker,206.0,default,84,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,True,12.38
A,vocals_offset_206ms_with_Piezo_Speaker.wav,vocals.wav,original,Piezo_Speaker,206.0,higher_res,96,FingerprintRecognizer,0.0,-206.0,206.0,100.0,True,49.36
A,vocals_offset_206ms_with_Piezo_Speaker.wav,vocals.wav,original,Piezo_Speaker,206.0,higher_res,96,CorrelationRecognizer,0.0,-206.0,206.0,100.0,True,9.28
A,vocals_offset_206ms_with_Piezo_Speaker.wav,vocals.wav,original,Piezo_Speaker,206.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,True,12.76
A,vocals_offset_206ms_with_Piezo_Speaker.wav,vocals.wav,original,Piezo_Speaker,206.0,lower_res,48,FingerprintRecognizer,0.0,-206.0,206.0,100.0,True,49.01
A,vocals_offset_206ms_with_Piezo_Speaker.wav,vocals.wav,original,Piezo_Speaker,206.0,lower_res,48,CorrelationRecognizer,0.0,-206.0,206.0,100.0,True,8.76
A,vocals_offset_206ms_with_Piezo_Speaker.wav,vocals.wav,original,Piezo_Speaker,206.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,True,11.73
A,vocals_offset_206ms_with_Piezo_Speaker.wav,no-vocals.wav,backing,Piezo_Speaker,206.0,default,84,FingerprintRecognizer,417.96,211.96,211.96,102.89,False,43.1
A,vocals_offset_206ms_with_Piezo_Speaker.wav,no-vocals.wav,backing,Piezo_Speaker,206.0,default,84,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,8.46
A,vocals_offset_206ms_with_Piezo_Speaker.wav,no-vocals.wav,backing,Piezo_Speaker,206.0,default,84,CorrelationSpectrogramRecognizer,232.2,26.2,26.2,12.72,False,11.65
A,vocals_offset_206ms_with_Piezo_Speaker.wav,no-vocals.wav,backing,Piezo_Speaker,206.0,higher_res,96,FingerprintRecognizer,417.96,211.96,211.96,102.89,False,43.71
A,vocals_offset_206ms_with_Piezo_Speaker.wav,no-vocals.wav,backing,Piezo_Speaker,206.0,higher_res,96,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,8.4
A,vocals_offset_206ms_with_Piezo_Speaker.wav,no-vocals.wav,backing,Piezo_Speaker,206.0,higher_res,96,CorrelationSpectrogramRecognizer,232.2,26.2,26.2,12.72,False,11.76
A,vocals_offset_206ms_with_Piezo_Speaker.wav,no-vocals.wav,backing,Piezo_Speaker,206.0,lower_res,48,FingerprintRecognizer,417.96,211.96,211.96,102.89,False,46.78
A,vocals_offset_206ms_with_Piezo_Speaker.wav,no-vocals.wav,backing,Piezo_Speaker,206.0,lower_res,48,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,9.24
A,vocals_offset_206ms_with_Piezo_Speaker.wav,no-vocals.wav,backing,Piezo_Speaker,206.0,lower_res,48,CorrelationSpectrogramRecognizer,232.2,26.2,26.2,12.72,False,11.72
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,264.0,default,84,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,45.2
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,264.0,default,84,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,8.67
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,264.0,default,84,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,False,11.08
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,264.0,higher_res,96,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,47.7
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,264.0,higher_res,96,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,7.81
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,264.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,False,12.15
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,264.0,lower_res,48,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,48.28
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,264.0,lower_res,48,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.25
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,264.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,False,12.42
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,drums.wav,original,Tablet_-_Speaker,264.0,default,84,FingerprintRecognizer,0.0,-264.0,264.0,100.0,True,39.4
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,drums.wav,original,Tablet_-_Speaker,264.0,default,84,CorrelationRecognizer,0.0,-264.0,264.0,100.0,True,8.7
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,drums.wav,original,Tablet_-_Speaker,264.0,default,84,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,True,11.69
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,drums.wav,original,Tablet_-_Speaker,264.0,higher_res,96,FingerprintRecognizer,0.0,-264.0,264.0,100.0,True,37.81
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,drums.wav,original,Tablet_-_Speaker,264.0,higher_res,96,CorrelationRecognizer,0.0,-264.0,264.0,100.0,True,10.09
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,drums.wav,original,Tablet_-_Speaker,264.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,True,12.33
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,drums.wav,original,Tablet_-_Speaker,264.0,lower_res,48,FingerprintRecognizer,0.0,-264.0,264.0,100.0,True,39.14
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,drums.wav,original,Tablet_-_Speaker,264.0,lower_res,48,CorrelationRecognizer,0.0,-264.0,264.0,100.0,True,8.82
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,drums.wav,original,Tablet_-_Speaker,264.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,True,12.59
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,no-drums.wav,backing,Tablet_-_Speaker,264.0,default,84,FingerprintRecognizer,92.88,-171.12,171.12,64.82,False,46.54
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,no-drums.wav,backing,Tablet_-_Speaker,264.0,default,84,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,8.65
A,drums_offset_264ms_with_Tablet_-_Speaker.wav,no-drums.wav,backing,Tablet_-_Speaker,264.0,default,84,CorrelationSpectrogramRecognizer,139.32,-124.68,124.68,47.23,False,13.36
