folder,offset_file,original_file,comparison_type,device,true_offset,config,bins,method,estimated_offset,error,abs_error,rel_error,same_instrument,processing_time
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,master.wav,master,DSLR_Camera_-_Microphone,336.0,default,84,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,9.11
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,master.wav,master,DSLR_Camera_-_Microphone,336.0,default,84,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,12.3
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,master.wav,master,DSLR_Camera_-_Microphone,336.0,higher_res,96,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,47.23
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,master.wav,master,DSLR_Camera_-_Microphone,336.0,higher_res,96,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,8.85
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,master.wav,master,DSLR_Camera_-_Microphone,336.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,11.76
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,master.wav,master,DSLR_Camera_-_Microphone,336.0,lower_res,48,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,52.56
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,master.wav,master,DSLR_Camera_-_Microphone,336.0,lower_res,48,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,9.59
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,master.wav,master,DSLR_Camera_-_Microphone,336.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,13.1
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,guitar.wav,original,DSLR_Camera_-_Microphone,336.0,default,84,FingerprintRecognizer,0.0,-336.0,336.0,100.0,True,42.1
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,guitar.wav,original,DSLR_Camera_-_Microphone,336.0,default,84,CorrelationRecognizer,0.0,-336.0,336.0,100.0,True,10.73
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,guitar.wav,original,DSLR_Camera_-_Microphone,336.0,default,84,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,True,12.62
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,guitar.wav,original,DSLR_Camera_-_Microphone,336.0,higher_res,96,FingerprintRecognizer,0.0,-336.0,336.0,100.0,True,39.92
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,guitar.wav,original,DSLR_Camera_-_Microphone,336.0,higher_res,96,CorrelationRecognizer,0.0,-336.0,336.0,100.0,True,8.97
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,guitar.wav,original,DSLR_Camera_-_Microphone,336.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,True,11.77
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,guitar.wav,original,DSLR_Camera_-_Microphone,336.0,lower_res,48,FingerprintRecognizer,0.0,-336.0,336.0,100.0,True,39.01
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,guitar.wav,original,DSLR_Camera_-_Microphone,336.0,lower_res,48,CorrelationRecognizer,0.0,-336.0,336.0,100.0,True,8.81
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,guitar.wav,original,DSLR_Camera_-_Microphone,336.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,True,14.65
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,no-guitar.wav,backing,DSLR_Camera_-_Microphone,336.0,default,84,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,45.02
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,no-guitar.wav,backing,DSLR_Camera_-_Microphone,336.0,default,84,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,9.43
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,no-guitar.wav,backing,DSLR_Camera_-_Microphone,336.0,default,84,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,12.15
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,no-guitar.wav,backing,DSLR_Camera_-_Microphone,336.0,higher_res,96,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,45.14
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,no-guitar.wav,backing,DSLR_Camera_-_Microphone,336.0,higher_res,96,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,8.99
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,no-guitar.wav,backing,DSLR_Camera_-_Microphone,336.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,12.41
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,no-guitar.wav,backing,DSLR_Camera_-_Microphone,336.0,lower_res,48,FingerprintRecognizer,0.0,-336.0,336.0,100.0,False,45.94
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,no-guitar.wav,backing,DSLR_Camera_-_Microphone,336.0,lower_res,48,CorrelationRecognizer,0.0,-336.0,336.0,100.0,False,9.19
A,guitar_offset_336ms_with_DSLR_Camera_-_Microphone.wav,no-guitar.wav,backing,DSLR_Camera_-_Microphone,336.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-336.0,336.0,100.0,False,12.23
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,59.0,default,84,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,50.73
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,59.0,default,84,CorrelationRecognizer,0.0,-59.0,59.0,100.0,False,11.19
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,59.0,default,84,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,14.97
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,59.0,higher_res,96,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,49.45
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,59.0,higher_res,96,CorrelationRecognizer,0.0,-59.0,59.0,100.0,False,9.01
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,59.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,12.16
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,59.0,lower_res,48,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,46.79
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,59.0,lower_res,48,CorrelationRecognizer,0.0,-59.0,59.0,100.0,False,9.51
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,59.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,10.7
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,user1.wav,original,DSLR_Camera_-_Microphone_through_speaker,59.0,default,84,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,40.04
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,user1.wav,original,DSLR_Camera_-_Microphone_through_speaker,59.0,default,84,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,9.35
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,user1.wav,original,DSLR_Camera_-_Microphone_through_speaker,59.0,default,84,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,12.92
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,user1.wav,original,DSLR_Camera_-_Microphone_through_speaker,59.0,higher_res,96,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,43.1
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,user1.wav,original,DSLR_Camera_-_Microphone_through_speaker,59.0,higher_res,96,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,9.9
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,user1.wav,original,DSLR_Camera_-_Microphone_through_speaker,59.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,13.64
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,user1.wav,original,DSLR_Camera_-_Microphone_through_speaker,59.0,lower_res,48,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,43.81
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,user1.wav,original,DSLR_Camera_-_Microphone_through_speaker,59.0,lower_res,48,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,10.45
A,user1_offset_59ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,user1.wav,original,DSLR_Camera_-_Microphone_through_speaker,59.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,12.89
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,59.0,default,84,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,50.39
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,59.0,default,84,CorrelationRecognizer,129.62,70.62,70.62,119.7,False,9.06
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,59.0,default,84,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,11.62
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,59.0,higher_res,96,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,47.0
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,59.0,higher_res,96,CorrelationRecognizer,129.62,70.62,70.62,119.7,False,8.86
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,59.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,11.77
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,59.0,lower_res,48,FingerprintRecognizer,325.08,266.08,266.08,450.98,False,47.7
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,59.0,lower_res,48,CorrelationRecognizer,129.62,70.62,70.62,119.7,False,7.79
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,master.wav,master,Tablet_-_Speaker,59.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,False,11.65
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,user1.wav,original,Tablet_-_Speaker,59.0,default,84,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,42.52
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,user1.wav,original,Tablet_-_Speaker,59.0,default,84,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,9.17
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,user1.wav,original,Tablet_-_Speaker,59.0,default,84,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,13.13
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,user1.wav,original,Tablet_-_Speaker,59.0,higher_res,96,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,46.46
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,user1.wav,original,Tablet_-_Speaker,59.0,higher_res,96,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,12.09
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,user1.wav,original,Tablet_-_Speaker,59.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,11.98
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,user1.wav,original,Tablet_-_Speaker,59.0,lower_res,48,FingerprintRecognizer,0.0,-59.0,59.0,100.0,True,42.61
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,user1.wav,original,Tablet_-_Speaker,59.0,lower_res,48,CorrelationRecognizer,0.0,-59.0,59.0,100.0,True,8.91
A,user1_offset_59ms_with_Tablet_-_Speaker.wav,user1.wav,original,Tablet_-_Speaker,59.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-59.0,59.0,100.0,True,11.95
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,350.0,default,84,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,46.35
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,350.0,default,84,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.72
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,350.0,default,84,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,False,12.85
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,350.0,higher_res,96,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,46.99
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,350.0,higher_res,96,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.29
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,350.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,False,12.9
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,350.0,lower_res,48,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,45.72
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,350.0,lower_res,48,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.59
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,master.wav,master,DSLR_Camera_-_Microphone_through_speaker,350.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,False,12.63
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,bass.wav,original,DSLR_Camera_-_Microphone_through_speaker,350.0,default,84,FingerprintRecognizer,0.0,-350.0,350.0,100.0,True,33.32
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,bass.wav,original,DSLR_Camera_-_Microphone_through_speaker,350.0,default,84,CorrelationRecognizer,0.0,-350.0,350.0,100.0,True,9.42
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,bass.wav,original,DSLR_Camera_-_Microphone_through_speaker,350.0,default,84,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,True,12.79
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,bass.wav,original,DSLR_Camera_-_Microphone_through_speaker,350.0,higher_res,96,FingerprintRecognizer,0.0,-350.0,350.0,100.0,True,34.27
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,bass.wav,original,DSLR_Camera_-_Microphone_through_speaker,350.0,higher_res,96,CorrelationRecognizer,0.0,-350.0,350.0,100.0,True,9.34
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,bass.wav,original,DSLR_Camera_-_Microphone_through_speaker,350.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,True,12.54
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,bass.wav,original,DSLR_Camera_-_Microphone_through_speaker,350.0,lower_res,48,FingerprintRecognizer,0.0,-350.0,350.0,100.0,True,34.5
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,bass.wav,original,DSLR_Camera_-_Microphone_through_speaker,350.0,lower_res,48,CorrelationRecognizer,0.0,-350.0,350.0,100.0,True,9.27
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,bass.wav,original,DSLR_Camera_-_Microphone_through_speaker,350.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-350.0,350.0,100.0,True,12.75
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,no-bass.wav,backing,DSLR_Camera_-_Microphone_through_speaker,350.0,default,84,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,45.85
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,no-bass.wav,backing,DSLR_Camera_-_Microphone_through_speaker,350.0,default,84,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.3
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,no-bass.wav,backing,DSLR_Camera_-_Microphone_through_speaker,350.0,default,84,CorrelationSpectrogramRecognizer,278.64,-71.36,71.36,20.39,False,12.64
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,no-bass.wav,backing,DSLR_Camera_-_Microphone_through_speaker,350.0,higher_res,96,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,48.87
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,no-bass.wav,backing,DSLR_Camera_-_Microphone_through_speaker,350.0,higher_res,96,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.6
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,no-bass.wav,backing,DSLR_Camera_-_Microphone_through_speaker,350.0,higher_res,96,CorrelationSpectrogramRecognizer,278.64,-71.36,71.36,20.39,False,12.79
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,no-bass.wav,backing,DSLR_Camera_-_Microphone_through_speaker,350.0,lower_res,48,FingerprintRecognizer,0.0,-350.0,350.0,100.0,False,47.79
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,no-bass.wav,backing,DSLR_Camera_-_Microphone_through_speaker,350.0,lower_res,48,CorrelationRecognizer,0.0,-350.0,350.0,100.0,False,9.16
A,bass_offset_350ms_with_DSLR_Camera_-_Microphone_through_speaker.wav,no-bass.wav,backing,DSLR_Camera_-_Microphone_through_speaker,350.0,lower_res,48,CorrelationSpectrogramRecognizer,278.64,-71.36,71.36,20.39,False,12.2
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,264.0,default,84,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,47.35
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,264.0,default,84,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.54
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,264.0,default,84,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,False,11.62
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,264.0,higher_res,96,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,49.58
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,264.0,higher_res,96,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,10.96
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,264.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,False,12.32
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,264.0,lower_res,48,FingerprintRecognizer,0.0,-264.0,264.0,100.0,False,45.3
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,264.0,lower_res,48,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,8.73
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,master.wav,master,Action_Camera_-_Microphone_through_speaker,264.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,False,11.58
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,drums.wav,original,Action_Camera_-_Microphone_through_speaker,264.0,default,84,FingerprintRecognizer,0.0,-264.0,264.0,100.0,True,39.45
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,drums.wav,original,Action_Camera_-_Microphone_through_speaker,264.0,default,84,CorrelationRecognizer,0.0,-264.0,264.0,100.0,True,9.14
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,drums.wav,original,Action_Camera_-_Microphone_through_speaker,264.0,default,84,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,True,12.48
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,drums.wav,original,Action_Camera_-_Microphone_through_speaker,264.0,higher_res,96,FingerprintRecognizer,0.0,-264.0,264.0,100.0,True,42.0
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,drums.wav,original,Action_Camera_-_Microphone_through_speaker,264.0,higher_res,96,CorrelationRecognizer,0.0,-264.0,264.0,100.0,True,9.36
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,drums.wav,original,Action_Camera_-_Microphone_through_speaker,264.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,True,12.9
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,drums.wav,original,Action_Camera_-_Microphone_through_speaker,264.0,lower_res,48,FingerprintRecognizer,0.0,-264.0,264.0,100.0,True,40.09
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,drums.wav,original,Action_Camera_-_Microphone_through_speaker,264.0,lower_res,48,CorrelationRecognizer,0.0,-264.0,264.0,100.0,True,9.56
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,drums.wav,original,Action_Camera_-_Microphone_through_speaker,264.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-264.0,264.0,100.0,True,12.67
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,no-drums.wav,backing,Action_Camera_-_Microphone_through_speaker,264.0,default,84,FingerprintRecognizer,92.88,-171.12,171.12,64.82,False,46.14
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,no-drums.wav,backing,Action_Camera_-_Microphone_through_speaker,264.0,default,84,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.26
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,no-drums.wav,backing,Action_Camera_-_Microphone_through_speaker,264.0,default,84,CorrelationSpectrogramRecognizer,185.76,-78.24,78.24,29.64,False,13.71
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,no-drums.wav,backing,Action_Camera_-_Microphone_through_speaker,264.0,higher_res,96,FingerprintRecognizer,92.88,-171.12,171.12,64.82,False,45.19
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,no-drums.wav,backing,Action_Camera_-_Microphone_through_speaker,264.0,higher_res,96,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.02
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,no-drums.wav,backing,Action_Camera_-_Microphone_through_speaker,264.0,higher_res,96,CorrelationSpectrogramRecognizer,185.76,-78.24,78.24,29.64,False,12.04
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,no-drums.wav,backing,Action_Camera_-_Microphone_through_speaker,264.0,lower_res,48,FingerprintRecognizer,92.88,-171.12,171.12,64.82,False,45.71
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,no-drums.wav,backing,Action_Camera_-_Microphone_through_speaker,264.0,lower_res,48,CorrelationRecognizer,0.0,-264.0,264.0,100.0,False,9.09
A,drums_offset_264ms_with_Action_Camera_-_Microphone_through_speaker.wav,no-drums.wav,backing,Action_Camera_-_Microphone_through_speaker,264.0,lower_res,48,CorrelationSpectrogramRecognizer,185.76,-78.24,78.24,29.64,False,11.9
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,206.0,default,84,FingerprintRecognizer,0.0,-206.0,206.0,100.0,False,51.14
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,206.0,default,84,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,8.88
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,206.0,default,84,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,False,12.1
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,206.0,higher_res,96,FingerprintRecognizer,0.0,-206.0,206.0,100.0,False,50.01
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,206.0,higher_res,96,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,9.45
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,206.0,higher_res,96,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,False,12.14
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,206.0,lower_res,48,FingerprintRecognizer,0.0,-206.0,206.0,100.0,False,51.61
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,206.0,lower_res,48,CorrelationRecognizer,0.0,-206.0,206.0,100.0,False,8.93
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,master.wav,master,Desktop_-_Speaker,206.0,lower_res,48,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,False,12.02
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,vocals.wav,original,Desktop_-_Speaker,206.0,default,84,FingerprintRecognizer,0.0,-206.0,206.0,100.0,True,50.18
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,vocals.wav,original,Desktop_-_Speaker,206.0,default,84,CorrelationRecognizer,0.0,-206.0,206.0,100.0,True,8.97
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,vocals.wav,original,Desktop_-_Speaker,206.0,default,84,CorrelationSpectrogramRecognizer,0.0,-206.0,206.0,100.0,True,11.74
A,vocals_offset_206ms_with_Desktop_-_Speaker.wav,vocals.wav,original,Desktop_-_Speaker,206.0,higher_res,96,FingerprintRecognizer,0.0,-206.0,206.0,100.0,True,48.89
